"Segment Name","Size (MB)","Segment Type","Number of Rows"
"SYS_IL0000005687C00012$$","0.1","LOBINDEX","-"
"SYS_IL0000005938C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000005947C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000006251C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000006251C00008$$","0.1","LOBINDEX","-"
"SYS_IL0000006251C00010$$","0.1","LOBINDEX","-"
"SYS_IL0000006939C00003$$","0.1","LOBINDEX","-"
"SYS_IL0000006939C00004$$","0.1","LOBINDEX","-"
"SYS_IL0000006939C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000007295C00006$$","0.1","LOBINDEX","-"
"SYS_IL0000007308C00004$$","0.1","LOBINDEX","-"
"SYS_IL0000007323C00004$$","0.1","LOBINDEX","-"
"SYS_IL0000007349C00003$$","0.1","LOBINDEX","-"
"SYS_IL0000007360C00003$$","0.1","LOBINDEX","-"
"SYS_IL0000007367C00002$$","0.1","LOBINDEX","-"
"SYS_IL0000007769C00011$$","0.1","LOBINDEX","-"
"SYS_IL0000007800C00007$$","0.1","LOBINDEX","-"
"SYS_IL0000007808C00007$$","0.1","LOBINDEX","-"
"SYS_IL0000011437C00013$$","0.1","LOBINDEX","-"
"SYS_IL0000012455C00050$$","0.1","LOBINDEX","-"
"SYS_IL0000012483C00031$$","0.1","LOBINDEX","-"
"SYS_IL0000012483C00061$$","0.1","LOBINDEX","-"
"SYS_IL0000012484C00004$$","0.1","LOBINDEX","-"
"SYS_IL0000012517C00037$$","0.1","LOBINDEX","-"
"SYS_IL0000012729C00004$$","0.1","LOBINDEX","-"
"SYS_IL0000012729C00005$$","0.1","LOBINDEX","-"
"SYS_IL0000012748C00028$$","0.1","LOBINDEX","-"
"SYS_IL0000012748C00029$$","0.1","LOBINDEX","-"
"SYS_IL0000012774C00045$$","0.1","LOBINDEX","-"
"SYS_IL0000012774C00047$$","0.1","LOBINDEX","-"
"SYS_IL0000012786C00032$$","0.1","LOBINDEX","-"
"SYS_IL0000012940C00036$$","0.1","LOBINDEX","-"
"SYS_IL0000012940C00078$$","0.1","LOBINDEX","-"
"SYS_IL0000012940C00080$$","0.1","LOBINDEX","-"
"SYS_IL0000012940C00098$$","0.1","LOBINDEX","-"
"SYS_IL0000012940C00114$$","0.1","LOBINDEX","-"
"SYS_IL0000012940C00155$$","0.1","LOBINDEX","-"
"SYS_IL0000012940C00156$$","0.1","LOBINDEX","-"
"SYS_IL0000012940C00159$$","0.1","LOBINDEX","-"
"SYS_IL0000012940C00166$$","0.1","LOBINDEX","-"
"SYS_IL0000013050C00025$$","0.1","LOBINDEX","-"
"SYS_IL0000013061C00025$$","0.1","LOBINDEX","-"
"WRI$_ALERT_THRESHOLD_LOG","0.1","TABLE","0"
"APPLY$_CONSTRAINT_COLUMNS","0.1","TABLE","0"
"I1_DBFS_HS$_STORECOMMANDS","0.1","INDEX","-"
"I1_QUEUE_TABLE_AFFINITIES","0.1","INDEX","-"
"I_CDC_SUBSCRIBED_COLUMNS$","0.1","INDEX","-"
"I_INDSUBPART_POBJSUBPART$","0.1","INDEX","-"
"I_SCHEDULER_JOB_ARGUMENT1","0.1","INDEX","-"
"I_SCHEDULER_NOTIFICATION1","0.1","INDEX","-"
"I_SCHEDULER_NOTIFICATION2","0.1","INDEX","-"
"I_SCHEDULER_NOTIFICATION3","0.1","INDEX","-"
"I_STREAMS_PROCESS_PARAMS1","0.1","INDEX","-"
"I_TABSUBPART_POBJSUBPART$","0.1","INDEX","-"
"MVIEW$_ADV_FILTERINSTANCE","0.1","TABLE","0"
"REPCAT$_FLAVOR_OBJECTS_FG","0.1","INDEX","-"
"REPCAT$_FLAVOR_OBJECTS_PK","0.1","INDEX","-"
"REPCAT$_GROUPED_COLUMN_PK","0.1","INDEX","-"
"REPCAT$_INSTANTIATION_DDL","0.1","TABLE","0"
"REPCAT$_PRIORITY_GROUP_PK","0.1","INDEX","-"
"REPCAT$_PRIORITY_GROUP_U1","0.1","INDEX","-"
"REPCAT$_REFRESH_TEMPLATES","0.1","TABLE","0"
"REPCAT$_REPCATLOG_PRIMARY","0.1","INDEX","-"
"REPCAT$_REPGROUP_PRIVS_N1","0.1","INDEX","-"
"REPCAT$_REPGROUP_PRIVS_UK","0.1","INDEX","-"
"REPCAT$_REPOBJECT_PRIMARY","0.1","INDEX","-"
"REPCAT$_REPPROP_KEY_INDEX","0.1","INDEX","-"
"REPCAT$_REPPROP_PRNT2_IDX","0.1","INDEX","-"
"REPCAT$_REPSCHEMA_PRIMARY","0.1","INDEX","-"
"REPCAT$_RESOLUTION_F3_IDX","0.1","INDEX","-"
"REPCAT$_RESOLUTION_METHOD","0.1","TABLE","19"
"REPCAT$_SITES_NEW_FK1_IDX","0.1","INDEX","-"
"REPCAT$_SITES_NEW_FK2_IDX","0.1","INDEX","-"
"REPCAT$_TEMPLATE_PARMS_PK","0.1","INDEX","-"
"REPCAT$_TEMPLATE_PARMS_U1","0.1","INDEX","-"
"REPCAT$_TEMPLATE_SITES_PK","0.1","INDEX","-"
"REPCAT$_TEMPLATE_SITES_U1","0.1","INDEX","-"
"REPCAT$_TEMPLATE_TYPES_PK","0.1","INDEX","-"
"SCHEDULER$_PROGRAM_ARG_PK","0.1","INDEX","-"
"SYS_LOB0000000109C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000123C00003$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000155C00003$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000182C00017$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000384C00040$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000384C00041$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000394C00013$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000394C00028$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000451C00021$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000524C00002$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000528C00002$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000532C00002$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000536C00002$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000540C00002$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000568C00026$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000573C00028$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000580C00026$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000585C00026$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000590C00034$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000595C00034$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000607C00008$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000631C00048$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000631C00049$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000715C00013$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000715C00014$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000715C00015$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000749C00002$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000757C00013$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000803C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000857C00011$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000857C00020$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000863C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000863C00019$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000871C00003$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000871C00004$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000871C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000871C00012$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000871C00013$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000883C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000883C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000883C00015$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000883C00016$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000936C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000981C00030$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000981C00031$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000001041C00003$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000001065C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000001065C00008$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000001262C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000001262C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005176C00004$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005198C00002$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005198C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005490C00004$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005490C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005490C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005502C00003$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005502C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005665C00011$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005687C00012$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005938C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005947C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000006251C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000006251C00008$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000006251C00010$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000006939C00003$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000006939C00004$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000006939C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000007295C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000007308C00004$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000007323C00004$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000007349C00003$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000007360C00003$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000007367C00002$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000007769C00011$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000007800C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000007808C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000011437C00013$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012455C00050$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012483C00031$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012483C00061$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012484C00004$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012517C00037$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012729C00004$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012729C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012748C00028$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012748C00029$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012774C00045$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012774C00047$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012786C00032$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012940C00036$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012940C00078$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012940C00080$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012940C00098$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012940C00114$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012940C00155$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012940C00156$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012940C00159$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012940C00166$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000013050C00025$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000013061C00025$$","0.1","LOBSEGMENT","-"
"AQ$_KUPC$DATAPUMP_QUETAB_L","0.1","TABLE","0"
"AQ$_KUPC$DATAPUMP_QUETAB_S","0.1","TABLE","1"
"AQ$_QUEUE_TABLE_AFFINITIES","0.1","TABLE","11"
"ATTRIBUTE_TRANSFORMATIONS$","0.1","TABLE","3"
"I1_CHNF$_CLAUSE_DEPENDENTS","0.1","INDEX","-"
"I1_DBFS_HS$_SFLOCATORTABLE","0.1","INDEX","-"
"I2_CHNF$_CLAUSE_DEPENDENTS","0.1","INDEX","-"
"I2_DBFS_HS$_SFLOCATORTABLE","0.1","INDEX","-"
"I_OLAP_CALCULATED_MEMBERS$","0.1","INDEX","-"
"I_SCHEDULER_WINGRP_MEMBER1","0.1","INDEX","-"
"I_SCHEDULER_WINGRP_MEMBER2","0.1","INDEX","-"
"I_SCHEDULER_WINGRP_MEMBER3","0.1","INDEX","-"
"I_STREAMS_APPLY_MILESTONE1","0.1","INDEX","-"
"I_STREAMS_CAPTURE_PROCESS1","0.1","INDEX","-"
"I_STREAMS_CAPTURE_PROCESS2","0.1","INDEX","-"
"I_STREAMS_PRIVILEGED_USER1","0.1","INDEX","-"
"I_STREAMS_STMT_HANDLER_IDS","0.1","INDEX","-"
"MVIEW$_ADV_WORKLOAD_IDX_01","0.1","INDEX","-"
"OLAP_ATTRIBUTE_VISIBILITY$","0.1","TABLE","0"
"OLAP_CUBE_BUILD_PROCESSES$","0.1","TABLE","0"
"OLAP_MEAS_FOLDER_CONTENTS$","0.1","TABLE","0"
"PK_DBMS_PARALLEL_EXECUTE_1","0.1","INDEX","-"
"REPCAT$_AUDIT_ATTRIBUTE_PK","0.1","INDEX","-"
"REPCAT$_REPOBJECT_PRNT_IDX","0.1","INDEX","-"
"REPCAT$_REPPROP_DBLINK_HOW","0.1","INDEX","-"
"REPCAT$_REPSCHEMA_DEST_IDX","0.1","INDEX","-"
"REPCAT$_REPSCHEMA_PRNT_IDX","0.1","INDEX","-"
"REPCAT$_TEMPLATE_REFGROUPS","0.1","TABLE","0"
"REPCAT$_TEMPLATE_STATUS_PK","0.1","INDEX","-"
"RESOURCE_MAPPING_PRIORITY$","0.1","TABLE","11"
"SCHEDULER$_EVENT_QTAB_HIST","0.1","INDEX","-"
"SCHEDULER$_LIGHTWEIGHT_JOB","0.1","TABLE","0"
"SCHEDULER$_WINDOW_GROUP_PK","0.1","INDEX","-"
"STREAMS$_APPLY_ERROR_IDX_2","0.1","INDEX","-"
"STREAMS$_MESSAGE_CONSUMERS","0.1","TABLE","0"
"TRANSACTION_BACKOUT_STATE$","0.1","TABLE","0"
"XSTREAM$_SERVER_CONNECTION","0.1","TABLE","0"
"_default_auditing_options_","0.1","TABLE","0"
"AQ$_SCHEDULER$_EVENT_QTAB_L","0.1","TABLE","0"
"AQ$_SCHEDULER$_EVENT_QTAB_S","0.1","TABLE","1"
"DBMS_PARALLEL_EXECUTE_TASK$","0.1","TABLE","0"
"FGR$_FILE_GROUP_EXPORT_INFO","0.1","TABLE","0"
"HS$_PARALLEL_HISTOGRAM_DATA","0.1","TABLE","0"
"HS$_PARALLEL_PARTITION_DATA","0.1","TABLE","0"
"I1_DBFS_HS$_BACKUPFILETABLE","0.1","INDEX","-"
"I1_DBFS_HS$_STOREPROPERTIES","0.1","INDEX","-"
"I2_DBFS_HS$_BACKUPFILETABLE","0.1","INDEX","-"
"I_FGR$_FILE_GROUP_VERSIONS1","0.1","INDEX","-"
"I_FGR$_FILE_GROUP_VERSIONS2","0.1","INDEX","-"
"I_FGR$_FILE_GROUP_VERSIONS3","0.1","INDEX","-"
"I_STREAMS_MESSAGE_CONSUMERS","0.1","INDEX","-"
"MVIEW$_ADV_BASETABLE_IDX_01","0.1","INDEX","-"
"MVIEW$_ADV_SQLDEPEND_IDX_01","0.1","INDEX","-"
"REPCAT$_AUDIT_COLUMN_F1_IDX","0.1","INDEX","-"
"REPCAT$_AUDIT_COLUMN_F2_IDX","0.1","INDEX","-"
"REPCAT$_KEY_COLUMNS_PRIMARY","0.1","INDEX","-"
"REPCAT$_PARAMETER_COLUMN_PK","0.1","INDEX","-"
"REPCAT$_RESOLUTION_STATS_N1","0.1","INDEX","-"
"REPCAT$_RESOL_STATS_CONTROL","0.1","TABLE","0"
"REPCAT$_RESOL_STATS_CTRL_PK","0.1","INDEX","-"
"REPCAT$_TEMPLATE_OBJECTS_N1","0.1","INDEX","-"
"REPCAT$_TEMPLATE_OBJECTS_N2","0.1","INDEX","-"
"REPCAT$_TEMPLATE_OBJECTS_PK","0.1","INDEX","-"
"REPCAT$_TEMPLATE_OBJECTS_U1","0.1","INDEX","-"
"REPCAT$_TEMPLATE_TARGETS_U1","0.1","INDEX","-"
"REPCAT$_USER_AUTHORIZATIONS","0.1","TABLE","0"
"REPCAT$_USER_PARM_VALUES_PK","0.1","INDEX","-"
"REPCAT$_USER_PARM_VALUES_U1","0.1","INDEX","-"
"SCHEDULER$_GLOBAL_ATTRIBUTE","0.1","TABLE","11"
"SCHEDULER$_JOB_DESTINATIONS","0.1","TABLE","0"
"SCHEDULER$_PROGRAM_ARGUMENT","0.1","TABLE","164"
"SCHEDULER$_REMOTE_JOB_STATE","0.1","TABLE","0"
"SCHEDULER$_RJOB_SRC_DB_INFO","0.1","TABLE","0"
"SCHEDULER$_WINGRP_MEMBER_UQ","0.1","INDEX","-"
"STREAMS$_INTERNAL_TRANSFORM","0.1","TABLE","0"
"STREAMS$_STMT_HANDLER_STMTS","0.1","TABLE","0"
"WRI$_ALERT_THRESHOLD_LOG_PK","0.1","INDEX","-"
"AQ$_SUBSCRIBER_TABLE_PRIMARY","0.1","INDEX","-"
"ATTRIBUTE_TRANSFORMATIONS_PK","0.1","INDEX","-"
"I_OLAP_ATTRIBUTE_VISIBILITY$","0.1","INDEX","-"
"I_OLAP_CUBE_BUILD_PROCESSES$","0.1","INDEX","-"
"I_OLAP_MEAS_FOLDER_CONTENTS$","0.1","INDEX","-"
"I_STREAMS_STMT_HANDLER_STMTS","0.1","INDEX","-"
"I_XSTREAM_DDL_CONFLICT_HDLR1","0.1","INDEX","-"
"I_XSTREAM_SERVER_CONNECTION1","0.1","INDEX","-"
"OLAP_AW_DEPLOYMENT_CONTROLS$","0.1","TABLE","0"
"REPCAT$_INSTANTIATION_DDL_PK","0.1","INDEX","-"
"REPCAT$_KEY_COLUMNS_PRNT_IDX","0.1","INDEX","-"
"REPCAT$_REFRESH_TEMPLATES_PK","0.1","INDEX","-"
"REPCAT$_REFRESH_TEMPLATES_U1","0.1","INDEX","-"
"STREAMS$_PROPAGATION_PROCESS","0.1","TABLE","0"
"APPLY$_CONF_HDLR_COLUMNS_UNQ1","0.1","INDEX","-"
"APPLY$_CONF_HDLR_COLUMNS_UNQ2","0.1","INDEX","-"
"DBMS_PARALLEL_EXECUTE_CHUNKS$","0.1","TABLE","0"
"I1_DBFS_HS$_STOREID2POLICYCTX","0.1","INDEX","-"
"I2_DBFS_HS$_STOREID2POLICYCTX","0.1","INDEX","-"
"I_SCHEDULER_PROGRAM_ARGUMENT1","0.1","INDEX","-"
"I_STREAMS_INTERNAL_TRANSFORM1","0.1","INDEX","-"
"REPCAT$_GROUPED_COLUMN_F1_IDX","0.1","INDEX","-"
"REPCAT$_PARAMETER_COLUMN_F1_I","0.1","INDEX","-"
"REPCAT$_REPGROUP_PRIVS_FK_IDX","0.1","INDEX","-"
"REPCAT$_RESOLUTION_STATISTICS","0.1","TABLE","0"
"REPCAT$_TEMPLATE_REFGROUPS_N1","0.1","INDEX","-"
"REPCAT$_TEMPLATE_REFGROUPS_N2","0.1","INDEX","-"
"REPCAT$_TEMPLATE_REFGROUPS_PK","0.1","INDEX","-"
"RESOURCE_INSTANCE_CAPABILITY$","0.1","TABLE","0"
"SCHEDULER$_FILEWATCHER_RESEND","0.1","TABLE","0"
"SYSNTN460O2EVQxuP69a5c4vNHg==","0.1","NESTED TABLE","-"
"SYSNTkKZWWan4SO6CXi72upUurg==","0.1","NESTED TABLE","-"
"SYSNTrQITMlagT9yoa6SuxyNniw==","0.1","NESTED TABLE","-"
"XSTREAM$_DDL_CONFLICT_HANDLER","0.1","TABLE","0"
"XSTREAM$_DML_CONFLICT_HANDLER","0.1","TABLE","0"
"APPLY$_CONSTRAINT_COLUMNS_IDX1","0.1","INDEX","-"
"APPLY$_CONSTRAINT_COLUMNS_UIX1","0.1","INDEX","-"
"AQ$_PROPAGATION_STATUS_PRIMARY","0.1","INDEX","-"
"AQ$_SCHEDULER$_REMDB_JOBQTAB_L","0.1","TABLE","0"
"AQ$_SCHEDULER$_REMDB_JOBQTAB_S","0.1","TABLE","1"
"AQ$_SCHEDULER_FILEWATCHER_QT_L","0.1","TABLE","0"
"AQ$_SCHEDULER_FILEWATCHER_QT_S","0.1","TABLE","1"
"I_FGR$_FILE_GROUP_EXPORT_INFO1","0.1","INDEX","-"
"I_XSTREAM_DML_CONFLICT_HANDLER","0.1","INDEX","-"
"RECENT_RESOURCE_INCARNATIONS$P","0.1","INDEX","-"
"REPCAT$_FLAVOR_OBJECTS_FK1_IDX","0.1","INDEX","-"
"REPCAT$_FLAVOR_OBJECTS_FK2_IDX","0.1","INDEX","-"
"REPCAT$_USER_AUTHORIZATIONS_N1","0.1","INDEX","-"
"REPCAT$_USER_AUTHORIZATIONS_PK","0.1","INDEX","-"
"REPCAT$_USER_AUTHORIZATIONS_U1","0.1","INDEX","-"
"RESOURCE_STORAGE_POOL_MAPPING$","0.1","TABLE","3"
"SCHEDULER$_FILEWATCHER_HISTORY","0.1","TABLE","0"
